"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","Publication Reference",
"Commission opinion of 30 January 2002 concerning the plan for the disposal of radioactive waste from the modification of the Trillo I Nuclear Power Station in Spain, in accordance with Article 37 of the Euratom Treaty","","32002A0205(02)","","","OJ C 32, 05/02/2002, p. 21–21
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 11 December 2001 concerning the plan for the disposal of radioactive waste from the decommissioning and dismantling of the ASTRA research reactor located in Seibersdorf in Austria, in accordance with Article 37 of the Euratom Treaty","","32001A1218(01)","","","OJ C 362, 18/12/2001, p. 4–4
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Decision of 25 July 2001 authorising the United Kingdom to grant aid to four coal production units for 2001 (Text with EEA relevance) (notified under document number C(2001) 2434)","","32001D0807","","","OJ L 305, 22/11/2001, p. 27–29
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 22 October 2001 concerning the plan for the disposal of radioactive waste from the modification of the Emsland nuclear power station KKE in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32001A1114(01)","","","OJ C 319, 14/11/2001, p. 14–14
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"2001/761/Euratom: Council Decision of 27 September 2001 authorising the conclusion by the Commission of two Cooperation Agreements between the European Autonomic Energy Community and the Government of the Russian Federation in the fields of nuclear safety and controlled nuclear fusion","","32001D0761","","","OJ L 287, 31/10/2001, p. 21–22
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"2001/597/ECSC: Commission Decision of 11 April 2001 authorising the United Kingdom to grant aid to nine coal production units for the period from 17 April to 31 December 2000, and to amend the restructuring plan for the coal industry (Text with EEA relevance) (notified under document number C(2001) 1089)","","32001D0597","","","OJ L 210, 03/08/2001, p. 32–36
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"2001/595/EC: Council Decision of 13 July 2001 on the conclusion by the European Community of the Amendment to the trade-related provisions of the Energy Charter Treaty","","32001D0595","","","OJ L 209, 02/08/2001, p. 32–32
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Commission Opinion of 27 June 2001 concerning the plan for the disposal of radioactive waste from the Rossendorf research site located in the Land of Saxony in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32001A0720(01)","","","OJ C 204, 20/07/2001, p. 9–9
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"2001/546/EC: Commission Decision of 11 July 2001 setting up a consultative committee, to be known as the \"European Energy and Transport Forum\" (notified under document number C(2001) 1843)","","32001D0546","","","OJ L 195, 19/07/2001, p. 58–60
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		","Agreement for cooperation between the European Atomic Energy Community represented by the Commission of the European Communities and the Department of Energy of the United States of America in the field of fusion energy research and development","","22001A0601(01)","","","OJ L 148, 01/06/2001, p. 80–85
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Commission Decision of 21 December 2000 on German aid to the coal industry for 2000 and 2001 (Text with EEA relevance) (notified under document number C(2000) 4407)","","32001D0361","","","OJ L 127, 09/05/2001, p. 55–63
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Decision of 13 February 2001 authorising the United Kingdom to grant aid to the coal industry, covering the period from 17 April 2000 to 31 December 2000 (Text with EEA relevance) (notified under document number C(2001) 401)","","32001D0340","","","OJ L 122, 03/05/2001, p. 23–25
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 30 March 2001 concerning the plan for the disposal of radioactive waste from the high-flux neutron source research facility (FRM-II) in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32001A0421(01)","","","OJ C 117, 21/04/2001, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 20 February 2001 concerning the plan for the disposal of radioactive waste from the dismantling of the Würgassen nuclear power plant located in North-Rhine Westphalia in the Federal Republic of Germany","","32001A0306(01)","","","OJ C 72, 06/03/2001, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"2001/162/EC: Commission Decision of 13 December 2000 on the granting by Spain of aid to the coal industry in 2000 (Text with EEA relevance) (notified under document number C(2000) 4190)","","32001D0162","","","OJ L 58, 28/02/2001, p. 24–28
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"2001/58/ECSC: Commission Decision of 20 September 2000 authorising France to grant aid to the coal industry for 2000 (Text with EEA relevance) (notified under document number C(2000) 2923)","","32001D0058","","","OJ L 21, 23/01/2001, p. 12–14
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 20 December 2000 concerning the plan for the disposal of radioactive waste from the commissioning of the liquid metal disposal plant (LMDP) and the waste receipt, assay, characterisation and supercompaction facility (WRACS) located on the Dounreay nuclear site in Scotland (United Kingdom), in accordance with Article 37 of the Euratom Treaty","","32001Y0123(02)","","","OJ C 20, 23/01/2001, p. 4–4
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 15 December 2000 concerning the plan for the disposal of radioactive waste from the partial dismantling of the Monts d'Arrée nuclear power station in France, in accordance with Article 37 of the Euratom Treaty","","32001Y0113(01)","","","OJ C 11, 13/01/2001, p. 5–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 5 October 2000 concerning the plan for the disposal of radioactive waste from the 'Centre de la Manche' radioactive waste storage facility located in the region of Lower Normandy (France), in accordance with Article 37 of the Euratom Treaty","","32000Y1019(01)","","","OJ C 297, 19/10/2000, p. 7–7
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)","Commission opinion of 24 July 2000 concerning the plan for the disposal of radioactive waste from the Karlsruhe Research Centre (FzK) in Baden-Württemberg in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32000Y0804(02)","","","OJ C 223, 04/08/2000, p. 3–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 24 July 2000 concerning the plan for the disposal of radioactive waste from the decommissioning and dismantling of the Braunschweig Research and Measuring Reactor (FMRB) located in Lower-Saxony in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty","","32000Y0804(01)","","","OJ C 223, 04/08/2000, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 22 June 2000 concerning the plan for the decommissioning and deferment period of the Dodewaard Nuclear Power Plant located in the Netherlands in accordance with Article 37 of the Euratom Treaty","","32000Y0705(01)","","","OJ C 186, 05/07/2000, p. 5–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Regulation (EC) No 1209/2000 of 8 June 2000 determining procedures for effecting the communications prescribed under Article 41 of the Treaty establishing the European Atomic Energy Community","","32000R1209","2003-08-20","2003-08-20","OJ L 138, 09/06/2000, p. 12–14
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Commission opinion of 26 January 2000 concerning the plan for the disposal of radioactive waste from the decommissioning of the RWE-Bayernwerk Block A (KRB A) Nuclear Power Station in Gundremmingen located in Bavaria in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty","","32000Y0209(01)","","","OJ C 37, 09/02/2000, p. 9–9
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"1999/791/EC: Commission Decision of 8 July 1999 concerning the application of the United Kingdom of Great Britain and Northern Ireland for a transitional regime under Article 24 of Directive 96/92/EC of the European Parliament and of the Council concerning common rules for the internal market in electricity (notified under document number C(1999) 1551/1) (Only the English text is authentic)","","31999D0791","","","OJ L 319, 11/12/1999, p. 1–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"1999/794/EC: Commission Decision of 8 July 1999 concerning the German application for a transitional regime under Article 24 of Directive 96/92/EC of the European Parliament and of the Council concerning common rules for the internal market in electricity (notified under document number C(1999) 1551/4) (Only the German text is authentic)","","31999D0794","","","OJ L 319, 11/12/1999, p. 18–29
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"1999/792/EC: Commission Decision of 8 July 1999 concerning the application of France for a transitional regime under Article 24 of Directive 96/92/EC of the European Parliament and of the Council concerning common rules for the internal market in electricity (notified under document number C(1999) 1551/2) (Only the French text is authentic)","","31999D0792","","","OJ L 319, 11/12/1999, p. 6–11
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"1999/796/EC: Commission Decision of 8 July 1999 concerning the application of the Netherlands for a transitional regime under Article 24 of Directive 96/92/EC of the European Parliament and of the Council concerning common rules for the internal market in electricity (notified under document number C(1999) 1551/6) (Only the Dutch text is authentic)","","31999D0796","","","OJ L 319, 11/12/1999, p. 34–40
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"1999/793/EC: Commission Decision of 8 July 1999 concerning the application of Luxembourg for a transitional regime under Article 24 of Directive 96/92/EC of the European Parliament and of the Council concerning common rules for the internal market in electricity (notified under document number C(1999) 1551/3) (Only the French text is authentic)","","31999D0793","","","OJ L 319, 11/12/1999, p. 12–17
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)","1999/798/EC: Commission Decision of 8 July 1999 concerning the Danish application for a transitional regime under Article 24 of Directive 96/92/EC of the European Parliament and of the Council concerning common rules for the internal market in electricity (notified under document number C(1999) 1551/8) (Only the Danish text is authentic)","","31999D0798","","","OJ L 319, 11/12/1999, p. 47–52
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"1999/795/EC: Commission Decision of 8 July 1999 concerning the Austrian application for a transitional regime under Article 24 of Directive 96/92/EC of the European Parliament and of the Council concerning common rules for the internal market in electricity (notified under document number C(1999) 1551/5) (Only the German text is authentic)","","31999D0795","","","OJ L 319, 11/12/1999, p. 30–33
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"1999/797/EC: Commission Decision of 8 July 1999 concerning the application of the Spanish Government for a transitional regime under Article 24 of Directive 96/92/EC of the European Parliament and of the Council concerning common rules for the internal market in electricity (notified under document number C(1999) 1551/7) (Only the Spanish text is authentic)","","31999D0797","","","OJ L 319, 11/12/1999, p. 41–46
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Council Regulation (Euratom) No 2587/1999 of 2 December 1999 defining the investment projects to be communicated to the Commission in accordance with Article 41 of the Treaty establishing the European Atomic Energy Community","","31999R2587","","","OJ L 315, 09/12/1999, p. 1–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Commission Opinion of 10 November 1999 concerning the plan for the disposal of radioactive waste from the decommissioning of the Kahl Experimental Nuclear Power Station located in Bavaria in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty","","31999Y1126(02)","","","OJ C 339, 26/11/1999, p. 6–6
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Resolution of the ECSC Consultative Committee for the evaluation by the European Commission of the measures taken by the Member States in favour of their coal mining industries","","31999Y1109(02)","","","OJ C 321, 09/11/1999, p. 8–8
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Information from the Commission - Appointment of a new member of the Committee of Experts on the Transit of Electricity between Grids set up under Commission Decision 92/167/EEC (Text with EEA relevance)","","31999Y0917(02)","","","OJ C 263, 17/09/1999, p. 3–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"1999/566/EC: Commission Decision of 26 July 1999 implementing Council Decision 1999/280/EC regarding a Community procedure for information and consultation on crude oil supply costs and the consumer prices of petroleum products (notified under document number C(1999) 1701) - (Text with EEA relevance)","","31999D0566","","","OJ L 216, 14/08/1999, p. 8–12
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
